,title,0-incident/single patient 1-awareness/campaign,score
15679,Media consultation on targeted intervention held,1.0,0.9142849
15680,Hundreds visit Red Ribbon Express at Aluva station,1.0,0.9272223
15681,"One day, many moods",0.0,0.35925382
15682,"One day, many moods",0.0,0.35924265
15683,"One day, many moods",0.0,0.35926613
15684,2009112954270501,1.0,0.7404376
15685,A 'Precious' message,1.0,0.83071226
15686,2009091950280201,1.0,0.7404365
15687,2009080159830301,1.0,0.7404358
15688,2009080959090501,1.0,0.74039274
15689,A university's tryst with rural health,1.0,0.8981948
15690,2009111559450301,1.0,0.74039984
15691,Create U.N. women's agency: Ban,0.0,0.30077344
15692,Assistance given,0.0,0.16695373
15693,The doctor is in!,0.0,0.16762736
15694,Subaltern speak,0.0,0.17687477
15695,Women adapt to changing times,1.0,0.69247067
15696,Red Ribbon Express arrives at Tirur,1.0,0.9161708
15697,Legal aid clinic opened,1.0,0.50362647
15698,The doctor is in!,0.0,0.16762684
15699,The doctor is in!,0.0,0.16762674
15700,Women adapt to changing times,1.0,0.6924704
15701,‘Dillu Dura' takes over,1.0,0.86820465
15702,Vans to spread awareness about HIV test centres,1.0,0.50285923
15703,Girl trafficking on the rise in coastal Andhra,0.0,0.083858915
15704,HIV/AIDS awareness campaign,1.0,0.8642292
15705,Vans to spread awareness about HIV test centres,1.0,0.50287443
15706,AIDS campaign vehicle flagged off,1.0,0.8998539
15707,Campaign to motivate voluntary testing for HIV,0.0,0.27672842
15708,2009123053570301,1.0,0.7404367
15709,2009110755910401,1.0,0.74039894
15710,LAT_INDIA_HIV,1.0,0.7404372
15711,Red Ribbon Express in Thrissur,1.0,0.89962286
15712,A step towards creating an AIDS-free society,1.0,0.91436654
15713,A university's tryst with rural health,1.0,0.8981961
15714,Web site launched,1.0,0.858703
15715,The second sex,1.0,0.8067804
15716,2009112954760601,1.0,0.74038804
15717,2009113054960601,1.0,0.74040055
15718,2009113058120301,1.0,0.7404352
15719,2009100152400301,1.0,0.74043834
15720,2009101358530301,1.0,0.74039805
15721,2009102658420301,1.0,0.7404352
15722,2009091452850301,1.0,0.74043685
15723,Sonia Gandhi formally inaugurates first PG medical institute in NE,1.0,0.6649107
15724,Resentment over Women's Quota Bill on flimsy grounds: Mayor,0.0,0.23166715
15725,AVN9_HAART,1.0,0.74043643
15726,Fresh hope for HIV patients,0.0,0.10007022
15727,"Police personnel learn about AIDS, consequences",1.0,0.68529034
15728,‘Show tolerance towards HIV-infected',0.0,0.13137555
15729,2009071050920201,1.0,0.74043727
15730,2009071158070301,1.0,0.740437
15731,Man convicted for raping two minor girls,0.0,0.07604345
15732,2009071956730301,1.0,0.7404343
15733,The winsome one,0.0,0.1708876
15734,New hospital block opened at YRG Care,0.0,0.4856474
15735,"Man, sister get 7 years RI for spreading HIV to two girls",0.0,0.15167068
15736,Red Ribbon Express to arrive in Kollam today,1.0,0.92848766
15737,Red Ribbon Express in Kollam,1.0,0.8998658
15738,Commission to submit report soon,0.0,0.10063866
15739,"Day in pictures - March 11, 2010",1.0,0.7649192
15740,Media Forum formed for HIV/AIDS awareness,1.0,0.7515299
15741,Madurai today,1.0,0.83331645
15742,2009072650010101,1.0,0.7403873
15743,"One day, many moods",0.0,0.3592629
15744,"Gulbarga on top, but it's a cause for concern",1.0,0.51237506
15745,Preity is UNAIDS ambassador,1.0,0.6892648
15746,Preity is UNAIDS ambassador,1.0,0.68925613
15747,The winsome one,0.0,0.17088114
15748,HIV programme,0.0,0.49991098
15749,A life dedicated to the service of leprosy-affected,1.0,0.88104755
15750,Just desserts,1.0,0.7453624
15751,Awareness campaign on corruption launched,1.0,0.8949343
15752,Solve a knotty issue,1.0,0.6152963
15753,Technology for human betterment,1.0,0.8124687
15754,Red Ribbon Express to arrive in Udupi on Friday,1.0,0.7970167
15755,Global meltdown wipes out Asia's gains,1.0,0.91002494
15756,Folk artistes left in the lurch,1.0,0.563786
15757,Red Ribbon Express at Kolar,1.0,0.89984286
15758,Chennai a supply zone for trafficking in women: survey,0.0,0.35581502
15759,My Five,0.0,0.25191656
15760,Global meltdown wipes out Asia's gains,1.0,0.9100223
15761,The doctor is in!,0.0,0.16762668
15762,The doctor is in!,0.0,0.16762659
15763,Contraceptives are more than just for spacing births,0.0,0.12717476
15764,"Red Ribbon Express, a big draw in Dharwad district",1.0,0.9293769
15765,More nutrition for patients at CMCH,0.0,0.12547177
15766,‘Prevent spread of communicable diseases’,1.0,0.89589864
15767,Red Ribbon Express in Bellary,1.0,0.8998914
15768,ART may be made mandatory for HIV-infected prisoners,0.0,0.17818992
15769,‘AIDS prevalence still high in Guntur’,0.0,0.091825075
15770,State has highest number of HIV cases: NACO,0.0,0.07348568
15771,Loud and clear,1.0,0.83264023
15772,Legal aid clinics to benefit HIV positive persons in 16 districts,0.0,0.16102532
15773,"Jodhpur hospital not to blame, says report",0.0,0.085986674
15774,Red Ribbon Express receives good response in Bellary,1.0,0.93739885
15775,"NCW, Unifem to fight trafficking in women",0.0,0.2506629
15776,175-year-old MMC has several firsts to its credit,1.0,0.9043655
15777,Spreading awareness,1.0,0.8332415
15778,175-year-old MMC has several firsts to its credit,1.0,0.9043475
15779,Life Bus campaign to conclude today,1.0,0.68826914
15780,Hyderabad Today,1.0,0.8332278
15781,YRC training camp concludes,1.0,0.89923227
15782,Red Ribbon Express chugs in,1.0,0.89995134
15783,Red Ribbon Express to roll in on February 14,1.0,0.7956916
15784,“Awareness needed on transmission of Hepatitis-C Virus”,0.0,0.08529804
15785,Music that soothes,1.0,0.83067465
15786,Campus Connect,1.0,0.83327484
15787,"Exhibition on wheels attracts 13,000 in Belgaum",1.0,0.9158496
15788,Chennai a supply zone for trafficking in women: survey,0.0,0.35581365
15789,My Five,0.0,0.2519167
15790,Red Ribbon Express in Kolar,1.0,0.89984286
15791,My Five,0.0,0.25191766
15792,‘Life Bus’ campaign to create awareness on AIDS,1.0,0.92821026
15793,We still have a lot to learn from Nelson Mandela,1.0,0.5832768
15794,New HIV Bill to be tabled in budget session of Parliament,0.0,0.4668423
15795,Just desserts,1.0,0.74535847
15796,We still have a lot to learn from Nelson Mandela,1.0,0.58328265
15797,Lukewarm response to Red Ribbon Express,1.0,0.9161653
15798,In Tiruchi Today,1.0,0.83331853
15799,“Palliative care to be introduced as a subject”,1.0,0.7199415
15800,Innovative products showcased at ISB,1.0,0.8943352
15801,Red Ribbon Express in Chikjajoor today,1.0,0.9161882
15802,Susheela felicitated,0.0,0.17819552
15803,In Madurai Today,1.0,0.8333165
15804,GH gets new facility,0.0,0.29030198
15805,Making cover story of WB newsletter,1.0,0.57514113
15806,Curiosity brings people to HIV/AIDS exhibition,0.0,0.34181014
15807,Chennai a supply zone for trafficking in women: survey,0.0,0.35581425
15808,Campus Connect,1.0,0.83327484
15809,TB awareness programme,1.0,0.8584338
15810,The doctor is in!,0.0,0.16762833
15811,Contraceptives are more than just for spacing births,0.0,0.12717542
15812,Udupi welcomes Red Ribbon Express,1.0,0.6307442
15813,Survey reveals low level of condom consciousness,0.0,0.075357296
15814,Awareness about HIV needed: MP,0.0,0.30126005
15815,Programme targets transgenders,1.0,0.87491363
15816,Survey reveals low level of condom consciousness,0.0,0.07535638
15817,Red Ribbon clubs to open special information centres in colleges,1.0,0.80464274
15818,Programme targets transgenders,1.0,0.8749137
15819,Social issues highlighted at camp,1.0,0.88656485
15820,Programme targets transgenders,1.0,0.8749137
15821,NCW concern over emergency contraceptive pills,0.0,0.27190933
15822,‘Female condom checks spread of HIV/AIDS',0.0,0.121896304
15823,Solve a knotty issue,1.0,0.6152983
15824,"RSK Higher Secondary School, Tiruchi",1.0,0.9062271
15825,Be aware of AIDS,1.0,0.51397157
15826,RSK Higher Secondary School,1.0,0.8830546
15827,"RSK Higher Secondary School, Tiruchi",1.0,0.9062535
15828,"One HIV test, but two results",0.0,0.093611546
15829,PSS distributes nutritious food to positive children,0.0,0.2313439
15830,"One HIV test, but two results",0.0,0.093609184
15831,‘WE' magazine honours achievers in various fields,1.0,0.7703827
15832,Tiruchi school cartoons its way to world record,1.0,0.7797299
15833,School creates world's longest cartoon strip,1.0,0.9249996
15834,The doctor is in!,0.0,0.1676267
15835,US team to study health projects,1.0,0.63392
15836,Media consultation programme on AIDS held,1.0,0.9166097
15837,Red Ribbon Express comes to Kannur,1.0,0.90277046
15838,"Infant deaths to fall below 30 per 1,000 live births by 2012: Survey",0.0,0.087641925
15839,Engagements - Thrissur,0.0,0.48371473
15840,Light on the path,0.0,0.16861647
15841,On the move!,0.0,0.30170634
15842,2009120254000401,1.0,0.74040836
15843,2009120254230501,1.0,0.7404375
15844,2009120257480201,1.0,0.7404026
15845,2009120258880301,1.0,0.74043554
15846,"More ICTC, drop-in centres mooted",1.0,0.8796466
15847,2009120350810201,1.0,0.7403991
15848,2009120357520201,1.0,0.7404356
15849,2009120259420401,1.0,0.74043137
15850,Life Bus to crush HIV myths,0.0,0.08846563
15851,Visitors get to do a lot at fair,0.0,0.47226804
15852,Compensation for medical negligence Consumer Notes,1.0,0.5577074
15853,“Medical records necessary to know disease pattern”,0.0,0.096743956
15854,VBKJ17-.1,1.0,0.7403902
15855,Stigma bars HIV positive persons from support services,0.0,0.25769693
15856,‘TB becoming incurable again’,0.0,0.107354365
15857,New project to tackle cardiac problems,1.0,0.55007124
15858,AIDS programme to reach out to youth,1.0,0.8977763
15859,Bala Sahayog to help many HIV-positive kids,0.0,0.0760999
15860,On the move!,0.0,0.30155292
15861,Light on the path,0.0,0.16861634
15862,Message taken out to the streets,1.0,0.8711996
15863,‘Conditions in India ideal for medical research’,1.0,0.9084689
15864,CHOGM misses key opportunities,1.0,0.89050996
15865,CHOGM misses key opportunities,1.0,0.89053375
15866,Special programme at Gandhi Smriti,1.0,0.7026411
15867,Electrification in agency hits roadblock,0.0,0.10643709
15868,Campus Connect,1.0,0.83327484
15869,238 receive Ph.D.s at Andhra University Convocation,1.0,0.7877921
15870,Short films on AIDS depict societal stigma and sufferings of victims,1.0,0.5683635
15871,Where family aid offers alternative to orphanages,0.0,0.40712985
15872,A week of learning and planning,1.0,0.5893882
15873,Intercollegiate poster making competition,1.0,0.89946526
15874,Where family aid offers alternative to orphanages,0.0,0.40713254
15875,Pictures of hope,0.0,0.4990584
15876,Bonding over HIV infection,0.0,0.35892585
15877,Debate needed before making pre-marriage HIV test compulsory,0.0,0.30209315
15878,TANSACS approached for seventh ART link centre in Tiruchi district,1.0,0.9284474
15879,Government urged to table HIV/AIDS Bill immediately,0.0,0.37453976
15880,World AIDS Day observed,1.0,0.8999788
15881,Coimbatore Today,1.0,0.8332973
15882,Madurai Today,1.0,0.83331645
15883,Stolen smiles,0.0,0.46973094
15884,Stolen smiles,0.0,0.46972728
15885,Know the killer,1.0,0.8249971
15886,Cutting-edge creativity,1.0,0.8303863
15887,Chennai Today,1.0,0.8333278
15888,Hyderabad Today,1.0,0.8332278
15889,AIDS awareness programme held,1.0,0.8999881
15890,Nearly 5000 students take part in AIDS Awareness Day,1.0,0.710364
15891,"97,000 kids test positive for AIDS in three years",0.0,0.19688724
15892,Scientists find HIV stowaway that helps its transmission,0.0,0.07244941
15893,AIDS short films leave viewers spellbound,1.0,0.79901415
15894,The climate denial industry seeks to dupe the public. It’s working,1.0,0.73151267
15895,Collector appeals to HIV/AIDS-affected persons,0.0,0.48688927
15896,World AIDS Day observed in Perambalur,1.0,0.91647434
15897,Nutritional kits distributed,0.0,0.1255072
15898,The climate denial industry seeks to dupe the public. It’s working,1.0,0.73151314
15899,"India gets $128.5 mn grant for AIDS, TB, Malaria eradication",0.0,0.2050138
15900,Christmas cheer,0.0,0.181759
15901,Stigma poses the biggest challenge for sex workers,1.0,0.6458119
15902,Special train for a special cause in desert State,1.0,0.7201533
15903,Beyond the image,1.0,0.8329099
15904,Beyond the image,1.0,0.8329098
15905,Human Rights Day,0.0,0.42673296
15906,Study traces genetic origin of Asians to India,0.0,0.07635413
15907,Award,1.0,0.7499348
15908,Talk on Gene and Cell Therapy,0.0,0.29933304
15909,AU focal point of agitation,1.0,0.89854014
15910,Programme for police personnel,0.0,0.47710648
15911,Radiation: cancer risk estimates remain same,0.0,0.090503596
15912,Bid to rope in NSS workers for projects,1.0,0.9104201
15913,Drop of life,0.0,0.18555437
15914,Drop of life,0.0,0.18555719
15915,Addressing the rich-poor divide,1.0,0.8641638
15916,African package to enrich Kerala theatre festival,1.0,0.7856016
15917,Bill on HIV/AIDS to be presented in next session,1.0,0.89399904
15918,‘Welfare schemes being implemented for transgenders’,1.0,0.88183755
15919,For a cause,1.0,0.7499365
15920,Orientation programme on sign language,1.0,0.8998121
15921,Madurai Today,1.0,0.8333165
15922,District officials stress on HIV/AIDS prevention,1.0,0.54385686
15923,State told to cut down T&D losses,0.0,0.08757935
15924,"Macbeth, set in South Africa",1.0,0.8992206
15925,Workplace intervention on HIV/AIDS,1.0,0.8546363
15926,Target to make Karnataka AIDS-free by 2010,1.0,0.8821842
15927,Focus on children living with HIV,0.0,0.29600316
15928,Cycle rally taken out,1.0,0.8711754
15929,AIDS awareness workshop on,1.0,0.8749834
15930,Madurai Today,1.0,0.83331645
15931,‘People with HIV/AIDS have a right to live’,1.0,0.56941694
15932,Rich treasure of community culture,1.0,0.72537106
15933,Plea to set up welfare board,1.0,0.7556379
15934,Travails of HIV positive children,0.0,0.10035642
15935,Model wedding performed,0.0,0.33093625
15936,"Bal Bharati Public School, Ganga Ram Hospital Marg",1.0,0.8126355
15937,‘Goa detects three HIV patients every day’,0.0,0.064032614
15938,Guinness record holder felicitated,0.0,0.120429255
15939,Stigma prevents HIV patients from utilising scheme benefits,0.0,0.065022156
15940,The ANC is failing poor Africans,0.0,0.33460483
15941,New Year celebrations of different kind,1.0,0.5789332
15942,Tales from a positive world,0.0,0.3763215
15943,Tales from a positive world,0.0,0.37632152
15944,Rally,1.0,0.7499616
15945,Courses in social work among sex workers,1.0,0.78679174
15946,HIV/AIDS awareness rally taken out,1.0,0.89079225
15947,Good response from NGO volunteers to CBR conference,1.0,0.92561233
15948,Kutikuppala felicitated,1.0,0.514425
15949,Bangalore today,1.0,0.83327514
15950,A day of joy and cheer,1.0,0.8183684
15951,A day of joy and cheer,1.0,0.81841666
15952,"Innovation can leverage change, says Gates",1.0,0.6767866
15953,Bangalore today,1.0,0.83327514
15954,Gates finds Rahul Gandhi’s openness ‘refreshing’,0.0,0.23595203
15955,Media advocacy meeting,1.0,0.65129393
15956,‘Crime fiction is about social inequality’,1.0,0.8978087
15957,‘Crime fiction is about social inequality’,1.0,0.89780074
15958,‘Crime fiction is about social inequality’,1.0,0.89779997
15959,Visakhapatnam today,1.0,0.8332472
15960,"Stigma, discrimination still haunt HIV-infected children",0.0,0.07157556
15961,An unforgettable experience,0.0,0.17547186
15962,Red Ribbon Express on its way to State,1.0,0.884265
15963,Taking centrestage,1.0,0.8318983
15964,Life Bus begins tour in Wayanad,1.0,0.50910884
15965,Pedalling for a cause,1.0,0.8328585
15966,Fund raiser star show today,1.0,0.9137785
15967,In Chennai Today,1.0,0.8333278
15968,Taking centrestage,1.0,0.8318983
15969,17 p.c. rural youth have pre-marital sex: study,0.0,0.4072024
15970,Light on the path,0.0,0.16861647
15971,2009121659350401,1.0,0.7404024
15972,OISCA invites applications,1.0,0.8736557
15973,Best auto driver award to be given from this year,1.0,0.642856
15974,Campus Connect,1.0,0.83327484
15975,"Stigma, discrimination still haunts HIV-infected children",0.0,0.07157566
15976,Mega AIDS screening camp to be held,1.0,0.7537515
15977,Cycle rally to create awareness on global warming arrives in Salem,1.0,0.94434017
15978,New vaccine could prevent TB in patients with HIV,0.0,0.06497431
15979,Cycle rally arrives in Salem,1.0,0.8998885
15980,Comprehensive child health policy sought,0.0,0.2721428
15981,A perfect fit,0.0,0.17164207
15982,All 108 ambulances urged to stock anti-HIV drugs,0.0,0.07976539
15983,Red Ribbon Express,1.0,0.8749845
15984,‘Combination of ART boosts life expectancy of HIV-hit’,0.0,0.27477697
15985,Red Ribbon Express set to begin State stint from February 23,1.0,0.92203504
15986,Mayor moots Group Insurance scheme for PLHI,0.0,0.07740963
15987,Fruits distributed to HIV patients,0.0,0.100890025
15988,Foreign Governments among Clinton donors,0.0,0.2755061
15989,IN02_HIV,1.0,0.7403883
15990,New body to impart clinical training to doctors for HIV treatment,0.0,0.41795775
15991,U.S. to lift cap on intake of medical students,0.0,0.22100827
15992,U.S. to lift cap on intake of medical students,0.0,0.22097376
15993,Indian origin doctor heading for British literary stardom,0.0,0.07900976
15994,‘Life Bus’ to move to the next stop,1.0,0.8982009
15995,VBKJ4-CONDOM,1.0,0.74039173
15996,NACO to randomly check condoms for quality compliance,0.0,0.24505578
15997,"Street, home-based sex workers on the rise in State",1.0,0.69868904
15998,Red Ribbon Express to be stationed in Udupi for two days,1.0,0.79398686
15999,Novel way to spread awareness on social issues,1.0,0.92445725
16000,KSACS to offer PCR test,0.0,0.10082153
16001,Kaunda enunciates route of Indian investment,1.0,0.9105897
16002,‘Indian investment in Zambia should aim at value addition’,1.0,0.8042511
16003,Each pound at birth lowers risk of TB,0.0,0.088796176
16004,Campaign against HIV,0.0,0.49987176
16005,KSACS to launch PCR test soon,0.0,0.10564774
16006,Expert seeks change in focus on treatment of chronic diseases,0.0,0.4695219
16007,Madurai Today,1.0,0.8333165
16008,Power to call tenders sought,0.0,0.46646985
16009,Coimbatore today,1.0,0.8332973
16010,Stress on art of telling story,1.0,0.8976205
16011,“Medical records necessary to know disease patterns”,0.0,0.09445166
16012,Pretty Priety takes up widows’ cause,1.0,0.9142373
16013,“Medical records necessary to know disease patterns”,0.0,0.094446994
16014,Easing the plight of widows,0.0,0.12775782
16015,"Finally, Bowring gets an ICU",0.0,0.102467224
16016,IN15_HIV,1.0,0.74116194
16017,"Stigma, a chief impediment for HIV-affected to avail support programmes",1.0,0.5363363
16018,‘HIV cases on the decline in State’,0.0,0.10038295
16019,Support for children,0.0,0.49860683
16020,Stigma bars HIV positive persons from support services,0.0,0.25769892
16021,Child Care Guides to check bias against HIV-affected,0.0,0.3528655
16022,Stigma bars HIV positive persons from availing support services,0.0,0.23775499
16023,“AIDS Bill brooks no further delay”,0.0,0.11347103
16024,Approval sought for seventh ART link centre,1.0,0.6119371
16025,AIDS ribbon enters Guinness book,1.0,0.9134955
16026,"Tackling HIV a high priority for government, says Sonia Gandhi",0.0,0.16466397
16027,For an AIDS-free world,1.0,0.8331216
16028,VBKD2-VIJA-HIV,1.0,0.74120855
16029,"Why toss and delay AIDS Bill, wonder NGOs",1.0,0.71204203
16030,The non-medical life saver,1.0,0.84270495
16031,A trilogy of films on HIV-positive persons,0.0,0.35340217
16032,"“Providing comprehensive care key to reducing HIV stigma within hospital""",0.0,0.17153038
16033,AIDS awareness drive,1.0,0.87497425
16034,Coastal taluks report majority of HIV cases,0.0,0.07268019
16035,"Rallies, seminars mark World AIDS Day",1.0,0.92855674
16036,People with HIV provide food for thought,0.0,0.41376647
16037,Campus Connect,1.0,0.83327484
16038,Children’s battle is no less intense,1.0,0.50459385
16039,"Living with HIV/AIDS, but dying of TB: Study",0.0,0.09829146
16040,NGOs: why toss and delay AIDS Bill?,1.0,0.87927455
16041,HIV+ children getting more attention: U.N. report,0.0,0.076025404
16042,“State can do better on children’s rights”,1.0,0.68107945
16043,Slew of programmes for World AIDS Day,1.0,0.916594
16044,NCC cadets’ day out with destitute children,1.0,0.5436379
16045,Madurai today,1.0,0.83331645
16046,CAMPUS CONNECT,1.0,0.83327484
16047,Two in race for Nannaya University VC post,1.0,0.92233264
16048,A room of one’s own,0.0,0.17008656
16049,Red Ribbon Club started,1.0,0.7366
16050,Free eye check-up,1.0,0.62109005
16051,A room of one's own,0.0,0.16747801
16052,Chennai today,1.0,0.8333278
16053,Call for equal sharing of human resources,1.0,0.88898754
16054,"Decline in HIV infection in South India, says report",0.0,0.22255237
16055,The ‘C' of safety,1.0,0.8309735
16056,‘Matrix’ Prasad holds students spellbound,1.0,0.9138951
16057,Remembering people behind establishing CMC Hospital,1.0,0.5835169
16058,AIDS awareness: role of media stressed,1.0,0.91663903
16059,HIV risk perception among students has come down: Subburaj,0.0,0.09466693
16060,AIDS awareness programme,1.0,0.87499326
16061,Japanese government provides financial aid to rural projects,1.0,0.67131394
16062,Cultural programme for a cause,1.0,0.8749287
16063,Award for research paper at AIDS conference,1.0,0.9138713
16064,Five NGOs get Japanese assistance,0.0,0.29666436
16065,‘Truckers’ Utsav’,1.0,0.8284289
16066,Tiruchi today,1.0,0.83331853
16067,Chennai today,1.0,0.8333278
16068,Special dialysis unit for HIV+ opened,1.0,0.5718776
16069,City doctor eyes Guinness record,0.0,0.36485362
16070,Awareness campaign,1.0,0.83332014
16071,AIDS Day: focus on access to treatment,1.0,0.5841401
16072,TANKER Foundation’s dialysis unit for HIV positive persons inaugurated,0.0,0.29432976
16073,Dialysis unit for HIV positive persons opened,0.0,0.3474795
16074,Decline in average annual burns admissions to hospitals: Study,0.0,0.25239897
16075,City at forefront of awareness campaigns city pulse,1.0,0.91006804
16076,Children’s battle is no less intense,1.0,0.5045437
16077,Chennai Today,1.0,0.8333278
16078,Interventions help check spread of HIV,0.0,0.13651764
16079,3rd phase of AIDS control programme launched,1.0,0.81239533
16080,Fighting a monster,0.0,0.19953535
16081,HIV entry ban repealed,0.0,0.10110383
16082,The Hindu-Konark Hospitals AIDS campaign today,1.0,0.7442948
16083,Coimbatore Today,1.0,0.8332973
16084,"Living with HIV/AIDS, but dying of TB: Study",0.0,0.09829136
16085,‘Media can play a positive role in creating AIDS awareness’,1.0,0.8091515
16086,Bangalore Today,1.0,0.83327514
16087,II-phase of ‘Subham’ to be launched today,1.0,0.898695
16088,Highest number of HIV cases in State,0.0,0.08462393
16089,HIV+ children getting more attention: U.N. Report,0.0,0.0760258
16090,NGOs: why toss and delay AIDS Bill?,1.0,0.87935835
16091,Breastfeeding women should take ARVs to reduce risk: UN,0.0,0.0890133
16092,"Tackling HIV a high priority for government, says Sonia Gandhi",0.0,0.16466755
16093,"Day in pictures, December 1, 2009",1.0,0.83488065
16094,'Self-confidence key to better health’,0.0,0.11364044
16095,Karnataka releases charter on the rights of HIV affected,0.0,0.082724854
16096,TDP flays neglect of people’s health,0.0,0.4042118
16097,‘Collective effort key to combating AIDS’,0.0,0.090476654
16098,Asha Kirana offers hope for HIV positive people,0.0,0.06322568
16099,Cycle expedition by NCC cadets,1.0,0.8997874
16100,"Rallies, seminars mark World AIDS Day",1.0,0.92855674
16101,“Make medical certificate pre-requisite for marriage”,1.0,0.9082797
16102,Project reviewed,1.0,0.819324
16103,Rally on AIDS,1.0,0.83331716
16104,AIDS: Ganjam the worst-hit district,1.0,0.8728393
16105,"Precaution key to AIDS prevention, says ZP chief",1.0,0.913036
16106,"Moral education will help combat AIDS, says Shankaramurthy",1.0,0.6940018
16107,People with HIV provide food for thought,0.0,0.4137657
16108,Breakfast with a difference,1.0,0.83101135
16109,"Help people with HIV/AIDS lead normal life, says expert",0.0,0.06372019
16110,A fight against AIDS,1.0,0.5007981
16111,Blood Bank for Mewat,0.0,0.1319108
16112,"Rallies, awareness meets mark AIDS Day",1.0,0.8107558
16113,Message will go a long way,1.0,0.70178956
16114,People living with HIV bank on SHG concept for income generation,0.0,0.35046193
16115,‘Check spread of HIV by changing lifestyle’,1.0,0.7183924
16116,Youth more vulnerable,1.0,0.82529205
16117,Poster on AIDS released,1.0,0.87487346
16118,"Stay healthy, stay safe",1.0,0.8858308
16119,HIV entry ban repealed,0.0,0.10110382
16120,AIDS ribbon enters Guinness book,1.0,0.9134944
16121,Decline in average annual burns admissions to hospitals: Study,0.0,0.25239938
16122,COPD fourth leading cause of deaths: expert,1.0,0.5641387
16123,World’s Children’s Report today,1.0,0.5057639
16124,Two tales told tellingly,0.0,0.11208186
16125,100 million children denied basic education,0.0,0.24000432
16126,Paediatric AIDS conference from Saturday,1.0,0.89972585
16127,‘TB bigger killer than a tsunami’,1.0,0.8204273
16128,"Child rights, a mirage for millions of kids",0.0,0.08349478
16129,“A disciplined personal life is the most effective weapon against AIDS”,0.0,0.073537886
16130,‘Precaution surest way to check AIDS’,0.0,0.33555877
16131,Iran wins four awards in 16th International Children’s Film Festival,1.0,0.88966244
16132,It’s curtains on International Children’s Film Festival,1.0,0.9282161
16133,Recognising Kannada journalism on HIV/AIDS,1.0,0.5848325
16134,High risk groups under scanner,0.0,0.10386343
16135,Clothes distributed,0.0,0.16754198
16136,"Mother pushes two daughters into well, kills self",0.0,0.17799406
16137,A learning experience for students,1.0,0.5172964
16138,Aid for orphans of HIV/AIDS victims,0.0,0.41425118
16139,Financial assistance to orphans of HIV/AIDS victims,0.0,0.31484714
16140,Vasavya Mahila Mandali’s gesture to ART centre,1.0,0.9193019
16141,India lodges complaint against pharma MNCs with WIPO,1.0,0.9139813
16142,Nectar to invest Rs 600 cr to set up drug plant in Punjab,0.0,0.29875934
16143,Campus Connect,1.0,0.83327484
16144,Workshop held,1.0,0.8332804
16145,City doctor gets global award,0.0,0.4740676
16146,Home for HIV+ children opened,0.0,0.31217292
16147,Hopes of AIDS vaccine breakthrough dashed,0.0,0.26287672
16148,Hopes of AIDS vaccine breakthrough dashed,0.0,0.26288205
16149,Revised HIV draft Bill still truncated: protesters,0.0,0.21063624
16150,Lesotho Deputy PM invites Indian investment,1.0,0.9256872
16151,Chennai Today,1.0,0.8333278
16152,Unlikely to be a public health control measure,1.0,0.91641575
16153,2 murdered in separate incidents,0.0,0.10896124
16154,‘Aruna’ organises workshop on AIDS control,1.0,0.9161783
16155,Setting Ahimsa to dance,1.0,0.8743187
16156,“Take active part in social service activities”,1.0,0.92736393
16157,New HIV testing to be introduced,0.0,0.10058643
16158,No need to panic over swine flu: doctors,1.0,0.5861906
16159,Deepavali celebration with a difference,1.0,0.8660437
16160,PSI plans a series of street plays,1.0,0.9162943
16161,Networking to produce young leaders,1.0,0.6677683
16162,Deepavali celebration with a difference,1.0,0.8660457
16163,Need for starting more clinical institutions: Ramachandran,1.0,0.9159631
16164,AIDS awareness programme held,1.0,0.8999881
16165,Home for HIV-infected set up,0.0,0.40184438
16166,Noticeable improvements in employment scenario: Kharge,0.0,0.08788147
16167,Aid for child illnesses stalls amid focus on AIDS fight,0.0,0.4715878
16168,Aid for child illnesses stalls amid focus on AIDS fight,0.0,0.4715974
16169,Madurai today,1.0,0.83331645
16170,Tiruchi today,1.0,0.83331853
16171,Plants might help to prevent the spread of HIV,0.0,0.09115235
16172,Quest for the ideal healthcare model,1.0,0.8989952
16173,What is an AD syringe?,0.0,0.18467677
16174,Quest for the ideal healthcare model,1.0,0.8989951
16175,College signs MoU with TISS,1.0,0.89926636
16176,Five AIDS testing centres for Udupi,0.0,0.2749102
16177,Special lecture on HIV/AIDS therapy held,1.0,0.7112298
16178,Hepatitis B doesn't raise pancreatic cancer risk,0.0,0.22123465
16179,U.S. to lift travel ban on HIV-affected,0.0,0.08864099
16180,UN initiative to make Delhi safe for women,0.0,0.09986016
16181,Hyping science,1.0,0.83211625
16182,Hyping science,1.0,0.83211625
16183,"OP, superspecialty blocks nearing completion",1.0,0.89659804
16184,"OP, superspecialty blocks nearing completion",1.0,0.89659864
16185,Man behind the mask,0.0,0.14208937
16186,Man behind the mask,0.0,0.14207324
16187,Insurance policy for HIV patients,0.0,0.10008112
16188,Minister calls for collective effort to check HIV/AIDS,0.0,0.1605644
16189,‘Most HIV positive cases in 15-29 age group’,0.0,0.0634759
16190,Candid talk by the third gender,1.0,0.89918154
16191,Man behind the mask,0.0,0.14205323
16192,In Madurai Today,1.0,0.8333164
16193,Exhibition impresses people,0.0,0.3831805
16194,Corporation urged to screen women for cancer,0.0,0.101965494
16195,State yet to implement insurance scheme for poor families,0.0,0.07499256
16196,Man behind the mask,0.0,0.1420739
