name,date,location,category,body
India saw 2.5 million deaths due to pollution in 2015: Study,2017-10-21,NEW DELHI,"News,India News","NEW DELHI: India has topped the list of countries with the most pollution-related deaths in 2015, with 2.5 million mortalities linked to air, water and other types of pollution, a latest report by international journal Lancet shows.It also topped the list of deaths linked to polluted air (1.81 million) and water (0.64 million). The figure of number of deaths due to air pollution , compiled by the Lancet study , is, in fact, over 7,00,000 more than what an another international report, State of Global Air (SGA) 2017, had come out with earlier this year.The SGA 2017 report had put this figure (deaths due to air pollution) for India at 10,90,400 deaths as compared to 11,08,100 in China.The differences in figures of the two reports can be attributed to the different set of data and parameters used by them. The SGA report had taken fine particulate matter (PM 2.5) as a prime measure. The Lancet report, however, is based on data from the Global Burden of Disease study which analysed multiple parameters over two years to arrive at the figures.Accordingly, the Lancet study noted that foul air was linked to 6.5 million deaths worldwide whereas the SGA report put this figure at 4.2 million.According to the Lancet study, released on Thursday, India accounted for about 28% of an estimated nine million pollution-linked deaths worldwide in 2015, highlighting the alarming increase in the burden of diseases as well as mortality from different types of pollution.China follows India on the list, accounting for 1.8 million deaths due to air, water and other types of pollution. In fact, 92% of pollution-related deaths were reported in low- and middle-income countries, and in rapidly industrialising nations such as India, China, Pakistan, Bangladesh, Madagascar and Kenya, the study said.The Lancet report shows most of these deaths were due to non-communicable diseases caused by pollution, such as heart disease, stroke, lung cancer and chronic obstructive pulmonary disease. In fact, pollution is now the largest environmental cause of disease and death in the world, accounting for almost three times more of those than from HIV-AIDS, TB and malaria put together.The Lancet study has also arrived at a financial cost from pollution-related deaths, saying it totalled some $4.6 trillion, which is about 6.2% of the global economy. It says the costs of pollution-related death and disease are highly concentrated in developing regions, equivalent to around 1.3% of the GDP in low-income countries, compared to around 0.5% GDP in high-income countries, and 0.13% GDP globally.Experts say the huge population of countries like India and China and the fact that these are developing economies should also be kept in mind while analysing these statistics. “There is no denial that mortality from diseases linked with pollution is high in our country. The burden of deaths due to respiratory diseases itself is high, accounting for almost 26% of the total non-communicable diseases, which accounts for 60% of the total deaths in the country,” a health ministry official said.To tackle the problem, the health ministry had formed two committees — a steering committee and a multi-sectoral group — to analyse the trend and suggest actions to reduce pollution and its impact, as well as measures to strengthen the healthcare system to handle the increasing disease burden linked with pollution.“We have already started taking action based on the recommendations made by the two groups. For instance, we have now included respiratory diseases under the National Programme for Prevention and Control of Cancer, Diabetes, Cardiovascular Disease and Stroke. We have also allocated funds to states for the same,” the official said.Among the authors of the study are former environment minister Jairam Ramesh and IIT-Delhi’s Prof Mukesh Khare. The report was prepared by the Lancet commission on pollution and health under a two-year project that involved more than 40 international health and environmental authors.The report sees the authors argue that pollution is not the inevitable consequence of economic development, and applying similar legislation and regulation from high-income countries to low- and middle-income countries could help improve and protect health as countries develop."
Depression drives Ludhiana couple to commit suicide,2017-10-22,LUDHIANA,"News,City News,Ludhiana News","LUDHIANA: An elderly couple of Rajguru Nagar allegedly committed suicide after consuming posion in their house on Saturday.According to police the couple left a suicide note in which they attributed their decision to depression after the husband was infected with HIV The police have sent the bodies to civil hospital for postmortem and are waiting for their children to arrive from abroad. The deceased have been identified as Baldev Krishan, 62, and Neelam, 62.Additional Deputy Commissioner of Police (ADCP, city 3), Surendra Lamba after consuming poison Baldev called his brother Tarsem Chand and informed him about their extreme step.Tarsem called his friend who lives in the couple's locality and asked him to rush to their house. The house was unlocked and the couple was found in a semi conscious state . They were taken to hospital but died later.The ADCP added that the suicide note claims that Baldev was HIV positive. He mentioned in the note that since there was no treatment available , he was ending his life."
Depression leads elderly couple to commit suicide,2017-10-22,Ludhiana,"News,City News,Chandigarh News","Ludhiana: An elderly couple of Rajguru Nagar allegedly committed suicide after consuming posion in their house on Saturday. According to police the couple left a suicide note in which they attributed their decision to depression after the husband was infected with HIV. The police have sent the bodies to civil hospital for postmortem and are waiting for their children to arrive from abroad. The deceased have been identified as Baldev Krishan, 62, and Neelam, 62.Additional Deputy Commissioner of Police (ADCP, city 3), Surendra Lamba after consuming poison Baldev called his brother Tarsem Chand and informed him about their extreme step. Tarsem called his friend who lives in the couple’s locality and asked him to rush to their house. The house was unlocked and the couple was found in a semi conscious state. They were taken to hospital but died later.The ADCP added that the suicide note claims that Baldev was HIV positive. He mentioned in the note that since there was no treatment available, he was ending his life. “His wife wrote that she was depressed because of her husband's medical condition and hence decided to take the extreme step together,” said the ADCP.“We are investigating to know if the woman was also infected with the HIV virus,” he added. The couple's son is settled in Canada and daughter is in the US. They are expected to arrive on Monday.Cops have started inquest proceedings under section 174 of CrPC at the Sarabha Nagar police station."
Govt for single-use dialysis centres to prevent infections,2017-10-23,HYDERABAD,"News,City News,Hyderabad News","HYDERABAD: In a first, the Telangana government has decided to turn government run dialysis centres to ' single use dialysis' centres , where the equipment will be disposed off after one use.With the decision, six existing centres and 34 new centres which have been sanctioned will be ‘single-use dialysis’ centres. The move will come as a respite for over 15,000 kidney patients in the state. According to experts, dialysis remains the second best option for kidney patients after transplantation as it can improve the quality of life by about 50%.“Switching to single-use dialysis will protect patients from the risk of infections like Hepatitis B , HIV, HCV. That apart, it will also improve the efficiency of each dialysis session. With the aim of providing good quality dialysis to people at their nearest centres, single use dialysis at 34 new centres has been initiated for the first time in the country,” said health minister Dr C Laxma Reddy.There are six existing dialysis centres at Gandhi Hospital, Osmania General Hospital , Nizams Institute of Medical Sciences (NIMS), Mahbubnagar, Nizamabad and Warangal government hospitals. While NIMS already has the facility, other centres have been sent a notice for handing over of the dialysis centres to make them single use centres. The first of the two new ones started functioning at Siddipet and Sircilla, about a month ago."
"people’s movement: ‘Fight against dengue, TB has to be a people’s movement’",2017-10-23,CHENNAI,,"CHENNAI: The fight against dengue “has to be a people’s movement”, and school children need to get involved, said Dr Soumya Swaminathan, Director-General of the Indian Council of Medical Research , who was recently appointed the World Health Organisation’s (WHO) deputy director general, programmes.Dr Swaminathan is well-known for her research on tuberculosis ( TB ). She is the daughter of Dr M S Swaminathan, who is known as the father of India’s green revolution. On Monday, she was felicitated by The Rotary Club of Madras East.Delivering the Power Series Talk, Dr Swaminathan spoke about dengue, TB and other health issues in India. “Dengue is a disease where the mosquito breeds inside our homes or just around. The government cannot come into each house and check to see where the mosquito is breeding. Every small plastic object thrown somewhere can become a potential mosquito breeding site,” she said.She added that combating dengue “has to be a people’s movement . We have to keep our surroundings clean and cannot expect the government to come and keep cleaning up. School children need to get involved in this.”She also spoke about the ‘TB Free Chennai’ programme, aimed at eradicating tuberculosis in the city, a movement for which the public and private sector will work together. Recalling the fight against polio, she said that any large movement like this “requires a partnership” between the government, civil society, social service organisations, the media, big funders and science.“Tuberculosis is a huge, global problem. India has the largest burden of TB; there can be no global elimination without India making a big dent,” she said. She added, “Of the ten million new cases every year, we are contributing at least three million. A third of the world’s TB cases are in India. The biggest risk factor for TB today is malnutrition, it’s not HIV”.“Mobilisation of people becomes important for any large public health programme,” she said."
Fix doze combination medicines launched for TB patients in Ludhiana District,2017-11-02,Ludhiana,"News,City News,Chandigarh News","Ludhiana: The Technical and Operational guidelines 2016, for TB patients was implemented today at the District hospital with the launch of fix doze combination medicines. The new medicines provided by the government, is a combination of four salts, which earlier had four different medicines prescribed.For all the newly-diagnosed TB patients this new medicine will be much more effective and has less relapse rate. The patient has to visit DOT centre everyday.Dr Ashish Chawla, District Nodal officer said, “This was something we had been waiting for and this medicine is much more effective and has lesser side effects. These medicines will be given to all TB patients either HIV or Non HIV patients. Medicines will be given according to the weight of the patients. At the District hospital today, 7-8 new patients have been given this medicine.”He further added, “Old TB patients who are already following the intermittent regimen, will continue with it.”Civil surgeon, Dr Hardeep Singh Ghai said, “On Wednesday the medicine was distributed all across the district so that patients were not deprived.”"
Hospitalised prisoner gives the slip to police in GRH,2017-11-11,MADURAI,"News,City News,Madurai News","MADURAI: A remand prisoner in the Madurai central jail escaped from the Government Rajaji Hospital (GRH) where he was undergoing treatment after hoodwinking the police personnel posted on duty there on Friday. The 45-year-old from Theni district was recently arrested in connection with a murder case.The prisoner, identified as I Singam alias Raja from Kamarajar street in Cumbum , gave the slip to the police on the pretext of going to the toilet.Police said there were around 30 cases pending against the history-sheeter at police stations in and around Cumbum town in connection with various criminal activities.Singam was arrested three days ago by Cumbum North police in connection with a recent murder case. After producing him before a judicial magistrate, the police lodged him in Madurai central prison. Police said the inmate had complained of chest pain hours after he was lodged in the prison.He was shifted to GRH on Thursday. Police said he was admitted to ward number 112, a general ward, although there was a separate ward meant for prisoners inside the hospital premises. He was also HIV-infected and policemen were posted for round-the-clock security during the treatment.Police said that Singam left the ward early on Monday morning to use the toilet. Though the policemen waited for him, he did not return. Later, they were shocked to learn that he had given them the slip.Higher police officers were immediately informed and a search was conducted in the entire hospital. As he could not be traced, the search was extended to various parts of the city including bus terminals, railway station and other important junctions.A complaint was lodged with Government Rajaji Hospital police station and a case also registered.Meanwhile, the local police in Theni were also alerted to monitor his native place."
HIV+ woman gets life term for murder of mother-in-law,2017-11-02,Shariq.MajeedLudhiana,"News,City News,Chandigarh News","Shariq.MajeedLudhiana: A local court on Wednesday sentenced an HIV-positive woman to life imprisonment after finding her guilty of murdering her mother-in-law.According to the prosecution, the complainant -- son of the victim -- along with sarpanch and numberdar of the village had lodged a murder complaint with Mandi Mullanpur police station then inspector Harbhajan Singh and recorded their statements on July 27, 2014. The same day, Dakha police had booked the accused under Section 302 (murder) of the IPC.The complainant said after the death of his brother, he married the accused on insistence of his family and villagers.The FIR stated that at 10.30am on July 27, 2014, the complainant left for Raikot to attend the bhog ceremony of an acquaintance. His wife, daughter and mother were present in the house.The accused called him up a few hours later and said that someone has killed his mother. When he returned, he saw his mother’s body on floor with injuries inflicted with a sharp-edged weapon on forehead, neck, head, shoulder and arms.The complainant had told the police that the accused was HIV infected for the past about eight months. “She was afraid that my mother would send her to her parents’ house and force her to part ways with me,” he added. He alleged that the accused had illicit relations with a man who would visit their house in his absence. “That man helped her execute the crime,” he added.The police have, however, not challaned the other accused.Their daughter was also taking treatment for HIV, he said.The court concluded that the circumstances so established were consistent with the hypothesis of guilt and inconsistent with innocence of the accused. The convict submitted that she was married and had a five-year-old girl, who was HIV positive, so she be shown leniency.On the other hand, additional public prosecutor argued that the convict has committed grave and serious offence and had acted brutally while committing the murder, therefore no leniency should be shown."
sterilization and disinfection: IITR's new tech to sterilize biomedical waste efficiently,2017-11-04,LUCKNOW,"News,City News,Lucknow News,Civic Issues","LUCKNOW: Indian Institute of Toxicology Research has improvised the `sterilization and disinfection' process by introducing a new technology that will help save water, energy consumption and time in sterilization of biomedical waste. The amount of water and energy wasted in sterilization, pre-treatment, and disinfection of biomedical waste will be reduced considerably with the help of `mobile microwave medical waste disinfection system' being introduced by IITR.“The medical sector uses autoclave for sterilization.It takes one hour, high voltage power and water to complete the process. The new mobile microwave medical waste disinfection system will not only save resources but will also reduce the time from one hour to 20 minutes,“ said IITR director Alok Dhawan “It will make biomedical waste management easy and economical. By adopting this technology, medical waste can be disinfected within hospital premises,“ he added.The technology will be formally launched on the Annual Day of IITR to be held on November 4.Dhawan said, “An economical method of sterilization will also reduce the risk of HIV and hepatitis B infections“.He said the microwavebased device is equipped with a tub which sprinkles water only when required so it saves water."
Telling stories of the earth,2017-11-05,Chennai,"News,City News,Chennai News","Chennai: In the forests, up in the hills near Chalakudy in Kerala, Santosh Sivan waits with his camera and crew for the peacock to make its proud entrance, for it’s a magnificent sight. But Sivan knows it’s a poignant moment as well, when he is informed the peacock has come. For, according to the people who inhabit the hills, it’s also a sign of global warming.And that’s what the award-winning cinematographer-director has been doing in Kerala the past few days — documenting the effects of man versus nature. ""The locals here say the peacock was never seen in the high mountain ranges, but it has started inhabiting the place because it has become warmer,"" says Sivan.It’s what he loves doing between films, says Sivan. ""Whenever I get free time between my commercial assignments, you will find me in some forest, hill or village somewhere in India, engaging with nature. I do it on my own time, and usually on my own funding because it’s something I like, need and want to do,"" says Sivan, who is shooting his documentary on global warming, ‘The Peacock Has Come’ before he gets started on the cinematography for Mani Ratnam’s movie in January, and then the direction of his next film ‘Kunjali Marakkar’, starring Malayalam actor Mammootty.‘The Peacock Has Come’, which should be in post-production after next summer, is based on a study done on the impact of man-made modifications on the Chalakudy river systems and the vanishing of the rainforest ecosystem.In his three-decade film career, Sivan has worked on 45 movies and an almost equal number of documentaries on topics that range from health and environment to social issues, to one following the journey of an elephant from Kerala to Halifax in Canada, including its first steps on ice. ""The elephant made the journey six decades before we made the film but we documented the footsteps of the elephant as it was loved by the Canadians, who were grief-stricken when it died,"" says Sivan.The 53-year-old’s 2007 release, ‘Prarambha’, which dealt with the stigma attached to a young boy living with HIV, won the national film award for Best Educational/Motivational/Instructional Film.""I feel that as a cinematographer I am connected to the environment, to weather, to climate. And I find that when I document changes in the environment it enhances my perception and connection with the world around me. It enriches my view of the world and I bring that out in my other projects as well,"" says Sivan, whose last documentary was two-and-a-half years ago on how urbanisation has impacted the farmers of Kuttanad, Kerala. ""It feels like it was too long ago, that’s why I wanted to get back in touch with nature,"" says Sivan."
A forgotten art of telling tales of yore via paintings,2017-11-05,PUNE,"News,City News,Pune News","PUNE: For decades, the Thakar community worked as spies for Chhatrapati Shivaji Maharaj . They performed puppet shows across towns, gathered information about peasants’ opinion of the king and conveyed the same to him.Centuries later, they still continue with the art of telling stories but through paintings. These artists, known as Chitrakathi, perform through 30-35 sequential paintings, depicting various incidents in Ramayana and Mahabharata.They tell stories of abduction of Sita by Ravana, Ram and Laxman’s quest to trace Sita, Jatayu’s attempts to save her, Hanuman’s campaign to locate her, and more.Pinguli in lush-green Sindhudurg district is home to the current generation of Chitrakathi artists whose ancestors had worked for Shivaji Maharaj.Chetan Gangavane (29), a trained engineer and the 12th generation artist in his family, has been continuing with the art of Chitrakathi. He is currently in the city for the Dastakar Haat exhibition at Monalisa Kalagram. Like every teenager in the village, Chetan too laid emphasis on education and started working in a Mumbai-based firm.However, his life took a U-turn in 2016 when he came home on a holiday. “During that time we received a contract from the government for spreading awareness about HIV-AIDS through 100 puppet shows.The amount I was paid for this equalled my annual package. The monetary benefits and the need for saving the art made me quit my job,” said Chetan, who has been practising Chitrakathi from 2007.Chetan and his elder brother Eknath Gangavane are among the very few artists who practise Chitrakathi. Pinguli’s proximity to the city of Kudal encouraged many youths to receive education and take up day jobs. Chetan’s grandfather was among the first batch to pass out of IIT Powai Once the artisans of Chitrakathi were treated with respect but after the power of princely states waned, the art was reduced to beggary. “This forced subsequent generations to give up art and start looking for employment opportunities,” he said.However, Gangavanes were adamant on preserving the art. Chetan’s father Parshuram Gangavane set up a Chitrakathi museum in Pinguli called Thakar Adivasi Kala Angan and Art Museum.The family also practises puppetry, which is called ‘Kalsutri Bahulya’. To popularise the art in all strata of society, Chetan and his brother have started depicting Chitrakathi on postcards, teapots, keychains, bookmarks and frames. “This has helped us to spread our art to a lot more people than what the sales of paintings could do,” he said."
"At 330, more swine flu cases than 2014-15 outbreak",2017-11-05,NAGPUR,"News,City News,Nagpur News","NAGPUR: This year, the rate of positive swine flu cases has broken all past records. It has surpassed the virus outbreak that occurred in 2014-15 too.Totally, 330 positive cases have been reported in the city till 5pm on Friday. The numbers are likely to go up as December to February is considered as peak season for swine flu. Between April 2014 and March 2015 (the records are maintained for the financial year), there were 325 cases.However, as compared to 2014-15 when 55 people succumbed to the virus, this year there have been only 37 deaths. Between January and March this year, 20 positive cases and three deaths were registered. If the calendar year is considered, there have been 350 positive cases and 40 deaths.Despite the high number, the health department says it cannot be termed as an “outbreak”. Virus experts TOI spoke to were hesitant to comment on government policies.But virologist Dr Ashwini Tayde said everyone should start taking precautions and get vaccinated. “Vaccines are ignored. We see young patients dying of swine flu but vaccines are not given importance,” she said.The health official said that an outbreak, if any, is declared by the state surveillance office in Mumbai. According to him, an outbreak is declared only when five or more positive cases are recorded from a locality with all being from the same period.This year the flu has been recorded every month regardless of the season. “Earlier, the virus prevailed only during winter. Also, the cases are coming from different parts of the city and not from specific localities,” said the health official.As per the data of Nagpur Municipal Corporation (NMC), 24 cases were reported in April, 17 in May, 7 in June, 14 in July and 10 in August. From September 1 till date, totally 238 deaths were recorded, which makes up for 72% of the cases recorded since April.Another health official said going by the average of 16 positive cases per month, he expects 80 cases to be registered till March next year.“We cannot term it as an epidemic as the flu is present throughout the year. Like HIV and tuberculosis (TB), swine flu is gradually taking an endemic form, a disease that exists constantly in a particular region or population,” said the official.The district swine flu committee formed by NMC has finally begun to function since the last two weeks. The committee meets every Thursday and goes through the data compiled by the health department. However, no precautionary measure or awareness activity has been undertaken by the committee."
Remand prisoner escapes from Madurai govt hospital,2017-11-10,CHENNAI,"News,City News,Chennai News","CHENNAI: A remand prisoner in the Madurai Central Prison gave a slip to police and escaped from Government Rajaji Hospital, where he was undergoing treatment. He escaped from the hospital in the pretext of going to toilet.I Singam, 45, of Kamarajar Street in Cumbum was arrested a few days ago in connection with a murder case. Police said there around 30 cases pending against him in police stations in and around Cumbum town.Singam was arrested by the Cumbum North police in connection with a recent murder case. After producing him before a judicial magistrate, the police lodged him in Madurai Central Prison.The inmate complained of a chest pain after he was lodged in the prison. He was shifted to GRH on Thursday.Police said although there was a separate convict ward in the hospital, he was admitted to a general ward. He was also an HIV-infected person. While the treatment was underway, a couple of policemen were deployed in the hospital.Police said he left the ward on Monday morning to use toilet. But he did not return. Top police officers were informed.Police searched for him everywhere in the hospital. Later, the search was expanded to various parts of the city including bus terminals, railway station and other important junctions.The Government Rajaji Hospital police registered a case."
HIV due to transfusion: Kid tests negative in Chennai,2017-11-03,THIRUVANANTHAPURAM,"News,City News,Thiruvananthapuram News","THIRUVANANTHAPURAM: The test conducted at the national institute for tuberculosis and research, Chennai has ruled out the presence of HIV virus in the blood sample of the child who had allegedly contracted HIV due to a blood transfusion done at the Regional Cancer Centre in Thiruvananthapuram.However, reliable sources from the RCC said the status of the disease can be confirmed only after the final result is obtained from the national institute in New Delhi.""The test done at Chennai says that HIV was not detected,"" said a senior doctor at the RCC. The research institute has sent the test details for a detailed evaluation to the institute in New Delhi. RCC authorities had sent the nine-year-old kid to Chennai for the detailed examination.After the kid was tested positive after a blood transfusion, the government and the RCC had constituted separate teams to find out the reasons behind the incident. The committee reports had made it clear that there was no fault from the RCC authorities.""The doctor in the medical college hospital told us that there might be chances of sample testing negative after some time,"" said the girl's father."
Sacked `whistleblower' real culprit: IndiGo,2017-11-09,NEW DELHI,"News,City News,Delhi News","NEW DELHI: The controversy over IndiGo staffers manhandling and dragging a flyer at Delhi airport on October 15 took a new turn on Wednesday with the airline telling the government that its sacked `whistleblower' employee had `instigated' the entire episode. The airline said the staffer blamed for manhandling flyer Rajiv Katyal , who had flown in from Chennai on 6E 487, was trying to prevent Katyal from harm near the jet and just doing his job.IndiGo president Aditya Ghosh said this in a detailed report submitted to the aviation ministry on Wednesday while “acknowledging we were at fault... apologise for this regrettable incident... have also taken action (suspended peo ple pending probe)“. Giving the airline's version, Ghosh writes: “The ex-employee Montu Kalra, who was terminated and is claiming to be the `whistleblower', is the one you hear shouting in the video.“ IndiGo president Aditya Ghosh said, “The ex-em ployee, Montu Kalra, is the one you can hear instructing the other two colleagues who were junior to him to prevent the customer from boarding the bus and holding him back at the ramp itself... He instigated the incident and further provoked the customer by beginning to shoot a video on his mobile phone... Kalra was not terminated because he either shot a video or as he is now claiming brought this to our attention,“ Ghosh's letter says.Airline staff stop passengers from getting near any live ground equipment to avoid hurting themselves. “When our staff Juby Thomas saw Mr Katyal inadvertently mov ing towards the catering highlift (which was attached to the aircraft), Thomas started waving frantically from a distance to ask Mr Katyal to move away with the sole intention of preventing any accident,“ Ghosh's report said, adding that Thomas started shouting to be heard by the passenger due to the high aircraft noise.“It is possible that due to the very noisy ramp area, Mr Katyal could not hear Juby Thomas properly and ... may have felt Thomas was being rude. The reality is that Juby Thomas was only trying to ensure the safety of Mr Katyal and prevent an accident,“ the letter says.It adds that Katyal was “irritated and irate“. “it seems Mr Katyal asked Juby Thomas to `f*** *ff '... Thomas turned around and asked Mr Katyal why he is abusing him.“ After this the airline gives a sequence of events with pictures from the now-viral video clip which are as follows: First, “Montu Kalra is shouting at the two employees who are junior to him and instructing them to prevent Mr Katyal from boarding the bus.“ While Thomas asks Katyal not to board the bus, another ground staffer, Sahiv Sharma, asks the driver to drive the bus away . At this time, the passenger is arguing with Thomas and trying to enter the bus.When the bus doors closed, IndiGo report says, “Katyal reached out and grabs Juby's (who is keeping a safe distance) face.“ “Even while Juby Thomas is being assaulted, Thomas does not retaliate and Sa hiv Sharma (the other ground staffer) tries to separate the two by embracing Mr Katyal from the back and escorting him away.... Even after Mr Katyal is separated from Thomas, he once again charged towards him and grabbed Thomas' face... in the process both of them lose balance and fall to the ground.... Thomas (tries) to move away while he continues to get assaulted. “ Ghosh accepts that he wishes the `regrettable' situation was “handled differently“.“Whatever may have been the provocation, whether verbal or physical abuse, we could have tried to display more restraint.“ He adds that he apologised to the customer “the very same night“ and assured him of a thorough probe. The employees were suspended."
Remand prisoner escapes from Madurai govt hospital,2017-11-10,CHENNAI,"News,City News,Madurai News","CHENNAI: A remand prisoner in the Madurai Central Prison gave a slip to police and escaped from Government Rajaji Hospital, where he was undergoing treatment. He escaped from the hospital in the pretext of going to toilet.I Singam, 45, of Kamarajar Street in Cumbum was arrested a few days ago in connection with a murder case. Police said there around 30 cases pending against him in police stations in and around Cumbum town.Singam was arrested by the Cumbum North police in connection with a recent murder case. After producing him before a judicial magistrate, the police lodged him in Madurai Central Prison.The inmate complained of a chest pain after he was lodged in the prison. He was shifted to GRH on Thursday.Police said although there was a separate convict ward in the hospital, he was admitted to a general ward. He was also an HIV-infected person. While the treatment was underway, a couple of policemen were deployed in the hospital.Police said he left the ward on Monday morning to use toilet. But he did not return. Top police officers were informed.Police searched for him everywhere in the hospital. Later, the search was expanded to various parts of the city including bus terminals, railway station and other important junctions.The Government Rajaji Hospital police registered a case."
When positives attract,2017-11-11,Chennai,"News,City News,Chennai News","Chennai: Like many Indian couples, Karthik and Manu have an ""arranged love"" marriage. Only, in their case, it’s not horoscopes but white blood cell counts (CD4) that were matched. And the one who played matchmaker was none other than the India's pioneering crusader against AIDS, late Dr Suniti Solomon.Through the unconventional love story of Karthik and Manu, the 74-minute documentary ‘Lovesick’ explores an important question — in India, where marriage is a must but HIV/AIDS taboo, how do patients find a partner? ‘Lovesick’, which will have its world premiere at the DOC NYC film festival on November 15, hopes to give voice to the millions who live in the shadows, afraid that the revelation of their HIV status will ruin their job prospects, end their hopes for a loving relationship or shame their families.Filmmakers Ann S Kim and Priya Giri Desai were inspired to make the documentary after reading about Dr Solomon’s work. ""We were struck by her work and how under the radar it was, even though she was touching on so many hot-button points that are still debated — the role of science, the pull of tradition and cultural expectations,"" says Kim.Dr Solomon documented the first cases of HIV in India in 1986 among sex workers when she was a professor of microbiology at Madras Medical College, where she also formed India’s first AIDS resource group. In 1993, she took voluntary retirement to establish YRG CARE.In the latter part of her career, she began helping healthy patients find life partners.""In the beginning, patients didn’t survive for long. But with generic anti-retroviral medications, people began living longer and faced the pressure at home to get married,"" says Sunil Solomon, chairman of YRG Foundation, adding that many hadn’t told their parents they were HIV positive . ""Since they didn’t want to ruin the lives of others by getting married to them, they would come to us for help.""Kim and Desai made their first trip to India in 2008, and met Dr Solomon. Production for the film began in 2009 and was completed in 2017. ""We worked with YRG CARE to find patients willing to tell their stories,"" says Desai.They met Karthik, 38, who contracted the disease after he met with an accident and had a blood transfusion during surgery. ‘Lovesick’, which interspersesDr Solomon’s own love story while tracing Karthik’s quest for a life partner, moves back and forth among the doctor, Karthik, and Manu, a divorced woman in her 30s, who was infected by herex-husband.‘Lovesick’, in its very narration, differs from other documentaries on HIV/AIDS. ""We often think of HIV/AIDS stories as gloomy, but this story is a testament to the power of social connection,"" says Kim. In the film, Dr Solomon talks about how, once patients find companions, their CD4 counts go up and viral loads come down.However, matchmaking is no easy feat as the criteria of caste, community, religion, education, skin colour all apply. ""They have all the requirements that a non-HIV positive male would ask for —that the girl be fair, tall and slim,"" says Sunil, adding that many men are particular that the woman should not have contracted the infection through sexual intercourse. ""Our organisation has brought together 25 couples so far, with the first marriage — of a Tamil man and Marathi woman — in July 2001,"" says Sunil.The filmmakers hope the film will help people working with HIV affected — researchers, clinicians, support groups — to show that life after positive diagnosis can be filled with hope and happiness.""We hope ‘Lovesick’ continues the conversation around HIV/AIDS. It’s hard to hear about the faceless millions afflicted with yet another incurable disease but it is inspiring to hear about how people triumph in the face of that adversity,"" says Desai."
"From 3 times a week, TB drugs to be administered daily",2017-11-12,Dehradun,"News,City News,Dehradun News","Dehradun: A little more than a month after government authorities said that Uttarakhand will be made free from Tuberculosis (TB) by 2025, chief minister Trivendra Singh Rawat, on Sunday, rolled out a daily drug regimen for treating those afflicted with the disease. The new schedule will replace the existing three times a week treatment and help in reducing relapse rates and the number of drug-resistant TB cases.Uttarakhand has been grappling with the bacterial disease for a long time, with numbers rising from …in 2016 to …. in 2017. Alarming cases of drug-resistant TB (XDR-B) have also doubled in the state in a year. Latest reports from the health department stated that numbers of XDR-B have risen to 50 in 2016 from just 24 in 2015. XDR-TB involves resistance to the two most powerful anti-TB drugs, isoniazid and rifampicin.Speaking at a function held in his residence, CM Rawat said that everyone has to work towards eliminating the disease before 2025. He also said that considering the level of awareness in the state, this target could be achieved by 2024. The CM also distributed drugs to some TB patients present at the event.State tuberculosis control officer, Dr B C Kala, said, “With a large number of people suffering from HIV and drug resistant TB, the fight to control it has proved difficult. Under DOTS (Directly Observed Treatment, Short course) program, treatment was given three times a week by government agencies even as private hospitals had already shifted to the daily dosage procedure.”“One should not get scared or hide the disease from their loved ones. Scientists have won the battle against TB. More awareness is now required so that people contact a doctor immediately and take the prescribed medicines,” said Rawat."
MARD forgoes its decision to go on strike,2017-11-13,Aurangabad,"News,City News,Aurangabad News","Aurangabad: Maharashtra Association of Resident Doctors (MARD) called off its decision to strike after a resident doctor was assaulted on Sunday.The decision was taken at a meeting held in the presence of MARD office bearers, police officials, GMCH security force representatives and heads of all GMCH departments on Monday.On Sunday, a 21-year-old HIV positive patient was admitted to ward 8 and 9 of the medicine department at 5pm on Saturday. The patient breathed his last around 12 noon on November 12.After the patient’s death, one of his kin physically assaulted junior resident doctor Aakash Singh, holding him responsible for the patient’s death. The relative also accused the doctors of medical negligence.The association of resident doctors and Aakash Singh filed a complaint about the incident at the Beghumpura police station. A case of physical assault was registered against the relative. The accused is in police custody.The incident compelled MARD to take a decision on whether to go on a strike to register their protest. The association had submitted a memorandum to the dean’s office informing him about their decision.GMCH dean Kanan Yelikar said, “Acknowledging the seriousness of the matter, we called an emergency meeting of all the stakeholders on Monday afternoon.”She added, “The internal security mechanism and the police department have been alerted to ensure that such an incident does not happen again. The resident doctors were appealed to call off their strike. Honouring the appeal all residents reported to work on Monday.”The meeting was held under the guidance of GMCH dean and was presided by deputy dean SB Sukre, medical superintendent Bharat Sonawane, professor and department head HS Bhapkar, aurangabad police assistant commissioner of police GD Kolekar and the security in-charge."
