name,date,location,Lat,Long
Mellow Circle: â€˜The Magic of Musicalsâ€™,"July 25, 2011",Chennai,13.08268,80.270721
Engagements,"July 28, 2011",TAMIL NADU,11.127123,78.656891
Folk arts,"July 28, 2011",TAMIL NADU,11.127123,78.656891
Tiruchi Today,"July 28, 2011",TAMIL NADU,11.127123,78.656891
Coimbatore today,"July 28, 2011",TAMIL NADU,11.127123,78.656891
AIDS awareness through folk arts,"July 28, 2011",Tiruchirapalli,,
Folk media campaign inaugurated,"July 29, 2011",TAMIL NADU,11.127123,78.656891
Folksy way to intensify HIV/AIDS awareness,"July 30, 2011",TAMIL NADU,11.127123,78.656891
AIDS awareness through folk media,"July 29, 2011",TAMIL NADU,11.127123,78.656891
Campaign on AIDS through folk arts launched,"July 29, 2011",TAMIL NADU,11.127123,78.656891
Awareness campaign on AIDS/HIV,"July 29, 2011",TAMIL NADU,11.127123,78.656891
Breastfeeding helps a woman turn slim: Urs,"August 04, 2011",KARNATAKA,15.317277,75.71389
Drug control officials trace blood donors,"August 03, 2011",Tamil Nadu,11.127123,78.656891
Foundation seeks help for â€˜Aadhar',"August 04, 2011",KARNATAKA,15.317277,75.71389
â€˜Society must support palliative care',"August 04, 2011",KARNATAKA,15.317277,75.71389
AIDS awareness programmes by artists flagged off,"August 04, 2011",TAMIL NADU,11.127123,78.656891
Clarification,"August 04, 2011",TAMIL NADU,11.127123,78.656891
HIV/AIDS testing lowest in Karimnagar district,"August 04, 2011",ANDHRA PRADESH,15.9129,79.73999
Drug control officials trace blood donors,"August 04, 2011",TAMIL NADU,11.127123,78.656891
Tiruchi today,"August 06, 2011",TAMIL NADU,11.127123,78.656891
"Rs. 200 crore for health services, education","August 06, 2011",KARNATAKA,15.317277,75.71389
Convergence of technologies will lead to inventions: Kalam,"August 07, 2011",TAMIL NADU,11.127123,78.656891
â€œStandalone private blood banks under scannerâ€,"August 04, 2011",TAMIL NADU,11.127123,78.656891
â€˜Society must support palliative care',"August 04, 2011",Mangaluru,12.868,74.84269
AIDS awareness through folk arts,"July 31, 2011",TAMIL NADU,11.127123,78.656891
â€˜Breastfeeding mothers should exercise caution on medication',"August 07, 2011",TAMIL NADU,11.127123,78.656891
More HIV care centres promised for Kadapa,"August 08, 2011",ANDHRA PRADESH,15.9129,79.73999
Bangalore today,"August 10, 2011",KARNATAKA,15.317277,75.71389
Fruitful trip: NGO team from Nagaland,"July 31, 2011",ANDHRA PRADESH,15.9129,79.73999
Campaign to create awareness of Hepatitis B virus launched,"July 31, 2011",Tamil Nadu,11.127123,78.656891
Campaign to create awareness of Hepatitis B virus launched,"August 01, 2011",TAMIL NADU,11.127123,78.656891
Diploma awarded,"August 02, 2011",ANDHRA PRADESH,15.9129,79.73999
Official inspects private blood bank in Madurai,"August 03, 2011",TAMIL NADU,11.127123,78.656891
Drug control officials verify hospital records,"August 03, 2011",TAMIL NADU,11.127123,78.656891
Coimbatore Today,"August 24, 2011",TAMIL NADU,11.127123,78.656891
HIV cases on the decline,"August 26, 2011",ANDHRA PRADESH,15.9129,79.73999
Engagements,"August 26, 2011",KARNATAKA,15.317277,75.71389
Meet on nutrition,"August 27, 2011",ANDHRA PRADESH,15.9129,79.73999
Peer convention organised,"August 28, 2011",TAMIL NADU,11.127123,78.656891
150 students participate in â€˜Role Play' competition,"August 29, 2011",TAMIL NADU,11.127123,78.656891
Utilise services rendered by Chetana panel: DMHO,"August 16, 2011",ANDHRA PRADESH,15.9129,79.73999
Children given bags,"August 16, 2011",TAMIL NADU,11.127123,78.656891
HIV-affected children back in school,"August 17, 2011",TAMIL NADU,11.127123,78.656891
Training centre inaugurated,"August 17, 2011",ANDHRA PRADESH,15.9129,79.73999
HIV-affected children back in school,"August 17, 2011",TAMIL NADU,11.127123,78.656891
Music concert,"August 17, 2011",TAMIL NADU,11.127123,78.656891
20 HIV-infected children back in school,"August 17, 2011",TAMIL NADU,11.127123,78.656891
Celebrating life,"August 11, 2011",TAMIL NADU,11.127123,78.656891
â€˜Instil confidence in HIV-affected',"August 11, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Celebrating life',"August 12, 2011",TAMIL NADU,11.127123,78.656891
Ph.D conferred,"August 12, 2011",ANDHRA PRADESH,15.9129,79.73999
Geneva Convention Day observed,"August 13, 2011",TAMIL NADU,11.127123,78.656891
â€˜HIV-induced TB rampant in many areas',"August 13, 2011",ANDHRA PRADESH,15.9129,79.73999
Workshop on HIV prevention in Panaji,"August 14, 2011",KARNATAKA,15.317277,75.71389
Rural medical set-up to be revamped: Kiran,"August 14, 2011",ANDHRA PRADESH,15.9129,79.73999
Nutritious food for HIV positive inmates at Coimbatore prison,"July 04, 2011",TAMIL NADU,11.127123,78.656891
Dindigul gets special school,"July 02, 2011",TAMIL NADU,11.127123,78.656891
Fashion for a cause,"July 05, 2011",NEW DELHI,28.632429,77.218788
ART Plus centre at GGH soon,"June 29, 2011",ANDHRA PRADESH,15.9129,79.73999
Students participate in campaign for blood donation,"June 30, 2011",TAMIL NADU,11.127123,78.656891
500 cadets taking part in annual NCC camp,"July 01, 2011",KERALA,10.850516,76.27108
Bus passes distributed to HIV/AIDS patients,"July 01, 2011",ANDHRA PRADESH,15.9129,79.73999
Helpline,"July 01, 2011",KARNATAKA,15.317277,75.71389
Rs. 400-crore plasma separation centre to be established in Dindigul,"June 24, 2011",TAMIL NADU,11.127123,78.656891
Kiran for Kurnoolon Saturday,"June 24, 2011",ANDHRA PRADESH,15.9129,79.73999
Charkha Awards to be presented on July 1,"June 25, 2011",KARNATAKA,15.317277,75.71389
Appeal to check drug abuse,"June 26, 2011",NEW DELHI,28.632429,77.218788
World Anti-Drug Day observed,"June 27, 2011",ANDHRA PRADESH,15.9129,79.73999
Human chain against drug abuse,"June 28, 2011",TAMIL NADU,11.127123,78.656891
Physician for covering PLHIV under Arogyasri,"June 28, 2011",ANDHRA PRADESH,15.9129,79.73999
Rally against drug abuse,"June 28, 2011",Tamil Nadu,11.127123,78.656891
Physician for covering PLHIV under Arogyasri,"June 28, 2011",Visakhapatnam,17.686815,83.218483
"Even doctors dread HIV, AIDS patients","July 01, 2011",KARNATAKA,15.317277,75.71389
An effort to deal with HIV/AIDS,"July 01, 2011",ANDHRA PRADESH,15.9129,79.73999
Awareness,"July 01, 2011",KARNATAKA,15.317277,75.71389
Effort to encourage blood donation,"July 01, 2011",TAMIL NADU,11.127123,78.656891
"More Blood, More Life campaign rolls into city","July 01, 2011",TAMIL NADU,11.127123,78.656891
Special residential school established in Dindigul,"July 01, 2011",Tamil Nadu,11.127123,78.656891
Charkha awards presented to eight,"July 02, 2011",KARNATAKA,15.317277,75.71389
Blood donation camp held,"June 18, 2011",TAMIL NADU,11.127123,78.656891
Coimbatore ranks ninth in State in HIV positive population,"June 19, 2011",TAMIL NADU,11.127123,78.656891
Government urged to pass HIV Bill soon,"June 20, 2011",KARNATAKA,15.317277,75.71389
Office bearers installed,"June 20, 2011",TAMIL NADU,11.127123,78.656891
College with Potential for Excellence,"June 23, 2011",KARNATAKA,15.317277,75.71389
"11 die of AIDS, 54 infected with HIV in Kodagu in three months","June 22, 2011",KARNATAKA,15.317277,75.71389
Bangaloretoday,"July 06, 2011",KARNATAKA,15.317277,75.71389
Sexuality minorities demand ouster of Ghulam Nabi Azad,"July 06, 2011",KARNATAKA,15.317277,75.71389
HIV epidemic to be reversed soon,"July 06, 2011",ANDHRA PRADESH,15.9129,79.73999
Focus on prevention of HIV and AIDS,"July 07, 2011",ANDHRA PRADESH,15.9129,79.73999
Students told to join NSS,"July 08, 2011",ANDHRA PRADESH,15.9129,79.73999
Move to create AIDS awareness among students,"July 08, 2011",TAMIL NADU,11.127123,78.656891
Move to create AIDS awareness among students,"July 08, 2011",Chennai,13.08268,80.270721
â€œCome forwardto donate bloodâ€,"June 17, 2011",TAMIL NADU,11.127123,78.656891
Stigma against HIV+ children more in State,"June 17, 2011",ANDHRA PRADESH,15.9129,79.73999
"Piloting a mission against tropical diseases, the mobile way","May 19, 2011",KERALA,10.850516,76.27108
Safe haven for street children,"May 19, 2011",ANDHRA PRADESH,15.9129,79.73999
Take good care of migrant labourers: DMO,"June 18, 2011",KERALA,10.850516,76.27108
Need for welfare scheme for HIV positive people stressed,"June 12, 2011",TAMIL NADU,11.127123,78.656891
"Trials on HIV vaccine encouraging, says expert","May 19, 2011",ANDHRA PRADESH,15.9129,79.73999
One drug to cure three ailments discovered,"June 18, 2011",ANDHRA PRADESH,15.9129,79.73999
Blood donation,"June 18, 2011",KARNATAKA,15.317277,75.71389
Tiruchitoday,"May 22, 2011",TAMIL NADU,11.127123,78.656891
â€˜High time HIV/AIDS Bill was tabled in Parliament',"May 21, 2011",KARNATAKA,15.317277,75.71389
Light a candle in memoryof AIDS victims today,"May 24, 2011",KARNATAKA,15.317277,75.71389
AP tops in bias against HIV+ children in schools,"May 11, 2011",ANDHRA PRADESH,15.9129,79.73999
Bangaloretoday,"May 13, 2011",KARNATAKA,15.317277,75.71389
Absence of bus shelters adds to woes of patients visiting hospitals,"May 13, 2011",TAMIL NADU,11.127123,78.656891
PIL seeks medical insurance cover for HIV/AIDS patients,"May 12, 2011",NEW DELHI,28.632429,77.218788
HIV positive man leaps to death at Gandhi,"May 12, 2011",ANDHRA PRADESH,15.9129,79.73999
Absence of bus shelters adds to woes of patients visiting hospitals,"May 13, 2011",Chennai,13.08268,80.270721
â€˜Babies with HIV a matter of concern',"May 14, 2011",KARNATAKA,15.317277,75.71389
Study shows 96% reduction in HIV transmission with early oral ART,"May 15, 2011",TAMIL NADU,11.127123,78.656891
Rally organised,"May 16, 2011",ANDHRA PRADESH,15.9129,79.73999
Candlelight rally held,"May 16, 2011",ANDHRA PRADESH,15.9129,79.73999
Legal aid clinic inaugurated for HIV/AIDS patients,"June 10, 2011",TAMIL NADU,11.127123,78.656891
Sensitive gaze,"June 10, 2011",Delhi,28.70406,77.102493
"Universal vaccination against Hepatitis B critical, says expert","June 11, 2011",TAMIL NADU,11.127123,78.656891
Mental effects of withdrawal need attention: expert,"June 11, 2011",KERALA,10.850516,76.27108
AIDS awareness through art,"June 11, 2011",KERALA,10.850516,76.27108
Coming out in support of those with HIV/AIDS,"May 16, 2011",KARNATAKA,15.317277,75.71389
crimebeat,"May 17, 2011",TAMIL NADU,11.127123,78.656891
Distinctionof GVK Biosciences,"May 17, 2011",ANDHRA PRADESH,15.9129,79.73999
AIDS: candlelight walk held to create awareness,"May 17, 2011",TAMIL NADU,11.127123,78.656891
Candlelight walkorganised in Erode,"May 18, 2011",TAMIL NADU,11.127123,78.656891
Call to remove stigma attached to HIV/AIDS,"May 18, 2011",KARNATAKA,15.317277,75.71389
Candlelight Memorial Dayfor AIDS victims in Udupi,"May 18, 2011",KARNATAKA,15.317277,75.71389
Doubts raised about condom distribution,"May 28, 2011",KARNATAKA,15.317277,75.71389
Expert seeks to allay fears over HIV/AIDS,"May 29, 2011",ANDHRA PRADESH,15.9129,79.73999
Cervical cancer on the rise in Karimnagar,"May 30, 2011",ANDHRA PRADESH,15.9129,79.73999
Advantages of wearing helmet,"May 31, 2011",TAMIL NADU,11.127123,78.656891
Notice ordered on plea seeking free education for HIV infected children,"May 31, 2011",TAMIL NADU,11.127123,78.656891
â€˜Do not fear HIV/AIDS',"May 29, 2011",ANDHRA PRADESH,15.9129,79.73999
Kala jathaas,"June 02, 2011",ANDHRA PRADESH,15.9129,79.73999
â€œYoung women prone to HIV infectionâ€,"June 02, 2011",Tamil Nadu,11.127123,78.656891
Advantages of wearing helmet,"May 31, 2011",Chennai,13.08268,80.270721
Many a challenge in implementing TCA,"May 31, 2011",ANDHRA PRADESH,15.9129,79.73999
Notice ordered on plea seeking free education for HIV infected children,"May 31, 2011",Tamil Nadu,11.127123,78.656891
Young women prone to HIV infection: global report,"June 04, 2011",TAMIL NADU,11.127123,78.656891
Education kits,"June 04, 2011",KERALA,10.850516,76.27108
3 HIV-infected sisters commit suicide in Gujarat,"June 05, 2011",TAMIL NADU,11.127123,78.656891
TiruchiToday,"June 05, 2011",TAMIL NADU,11.127123,78.656891
Official adoptsHIV-positive girl,"June 05, 2011",ANDHRA PRADESH,15.9129,79.73999
3 HIV-infected sisters commit suicide in Gujarat,"June 05, 2011",NEW DELHI,28.632429,77.218788
3 HIV-infected sisters commit suicide in Gujarat,"June 05, 2011",NEW DELHI,28.632429,77.218788
Health benefits of jackfruit in focus,"June 06, 2011",KERALA,10.850516,76.27108
Germany offers help in leprosy fight,"June 07, 2011",ANDHRA PRADESH,15.9129,79.73999
AIDS victims remembered,"May 25, 2011",KARNATAKA,15.317277,75.71389
MLAs' forum to create awareness on HIV/AIDS,"May 25, 2011",NEW DELHI,28.632429,77.218788
No free condoms for 10 months,"May 25, 2011",KARNATAKA,15.317277,75.71389
Concern over decline in sex ratio,"May 26, 2011",KARNATAKA,15.317277,75.71389
Awareness of AIDS through folk arts,"May 27, 2011",TAMIL NADU,11.127123,78.656891
AIDS awareness campaign launched,"May 27, 2011",KERALA,10.850516,76.27108
People's representatives askedto join fight against AIDS,"June 07, 2011",NEW DELHI,28.632429,77.218788
In-charge Collector adopts HIV-positive girl,"June 07, 2011",ANDHRA PRADESH,15.9129,79.73999
NMCT distributes educational materials to 300 children,"June 08, 2011",TAMIL NADU,11.127123,78.656891
"If cold persists, consult a doctor","June 09, 2011",ANDHRA PRADESH,15.9129,79.73999
AIDS awareness through art,"June 10, 2011",KERALA,10.850516,76.27108
National AIDS Control Programme consultation meeting begins,"June 13, 2011",Bengaluru,12.971599,77.594566
Concern over condom shortage,"June 13, 2011",KARNATAKA,15.317277,75.71389
Denial of treatment: medicos body seeks action,"June 12, 2011",ANDHRA PRADESH,15.9129,79.73999
Heralding a new era in Professional Education,"June 13, 2011",KARNATAKA,15.317277,75.71389
State team for meet on HIV,"June 12, 2011",ANDHRA PRADESH,15.9129,79.73999
National AIDS Control Programme consultation meeting begins,"June 13, 2011",KARNATAKA,15.317277,75.71389
Meet on AIDScontrol concludes,"June 15, 2011",KARNATAKA,15.317277,75.71389
Brainstorming session for AIDS control programme,"June 15, 2011",NEW DELHI,28.632429,77.218788
Physically challenged persons donate blood,"June 15, 2011",Madurai,9.925201,78.119774
AIDS Orphans Day,"May 08, 2011",ANDHRA PRADESH,15.9129,79.73999
Food advisory panel meet,"April 14, 2011",ANDHRA PRADESH,15.9129,79.73999
Handbook on voting procedures distributed,"April 11, 2011",Chennai,13.08268,80.270721
Prevent Cervical Cancer,"April 07, 2011",ANDHRA PRADESH,15.9129,79.73999
A healthy mind lives in a healthy body!,"April 07, 2011",ANDHRA PRADESH,15.9129,79.73999
Quiz,"April 07, 2011",KARNATAKA,15.317277,75.71389
Summer camp,"April 07, 2011",KARNATAKA,15.317277,75.71389
â€˜Act tough against traffic rule violators',"April 07, 2011",ANDHRA PRADESH,15.9129,79.73999
Kochi Tuskers team gets on the fast lane,"April 07, 2011",KERALA,10.850516,76.27108
Police asked to crack down on trafficking in women,"March 31, 2011",ANDHRA PRADESH,15.9129,79.73999
Travel concession to HIV/AIDS patients,"April 07, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Doctors are averse to rural service',"March 31, 2011",KARNATAKA,15.317277,75.71389
Protest by people living with HIV/AIDS,"April 01, 2011",KARNATAKA,15.317277,75.71389
S.R. Nayak visits leprosy centre after State refuses to renew lease,"April 01, 2011",KARNATAKA,15.317277,75.71389
Paediatric palliative care course,"April 02, 2011",ANDHRA PRADESH,15.9129,79.73999
Exhibition highlights dental problems,"April 03, 2011",TAMIL NADU,11.127123,78.656891
Exhibition highlights dental problems,"April 03, 2011",Chennai,13.08268,80.270721
World Health Week observed,"April 15, 2011",NEW DELHI,28.632429,77.218788
HIV incidence among police alarming: DAPCU,"April 16, 2011",ANDHRA PRADESH,15.9129,79.73999
A seed that grew into a banyan,"April 16, 2011",TAMIL NADU,11.127123,78.656891
Where beauty knows no boundaries,"April 20, 2011",TAMIL NADU,11.127123,78.656891
Effective rehabilitation of HIV-positive women stressed,"April 21, 2011",KERALA,10.850516,76.27108
Sex workers' network elects office-bearers,"April 10, 2011",ANDHRA PRADESH,15.9129,79.73999
Handbook on voting procedures distributed,"April 11, 2011",TAMIL NADU,11.127123,78.656891
"Help reduce stigma against HIV affected, media urged","April 11, 2011",ANDHRA PRADESH,15.9129,79.73999
Their strength brought winds of sweeping change,"May 04, 2011",NEW DELHI,28.632429,77.218788
Their strength brought winds of change,"May 05, 2011",NEW DELHI,28.632429,77.218788
Red ribbon club opened,"May 05, 2011",Tiruchirapalli,,
All massage parlours in Capital to be â€˜mapped',"May 06, 2011",NEW DELHI,28.632429,77.218788
Mobile blood bank to camp at Pooram site in Thrissur,"May 06, 2011",KERALA,10.850516,76.27108
Red Ribbon Club opened,"May 06, 2011",TAMIL NADU,11.127123,78.656891
"Cases of diarrhoea, stomach pain reported at Kulithalai","May 07, 2011",TAMIL NADU,11.127123,78.656891
Hyderabad today,"April 29, 2011",ANDHRA PRADESH,15.9129,79.73999
"Transgenders, sex workers join hands for a better life","April 29, 2011",TAMIL NADU,11.127123,78.656891
NGO comes in for praise,"April 29, 2011",KARNATAKA,15.317277,75.71389
Haemodialysis machine donated,"April 24, 2011",TAMIL NADU,11.127123,78.656891
Transgender's death triggers protest,"April 27, 2011",KARNATAKA,15.317277,75.71389
Kadapa leads in prevalence of HIV,"April 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Collector's gesture,"April 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Haemodialysis machine donated,"April 24, 2011",Chennai,13.08268,80.270721
An exhibition that showcases the artist's ease in every medium,"April 24, 2011",ANDHRA PRADESH,15.9129,79.73999
CME on tuberculosis,"March 20, 2011",TAMIL NADU,11.127123,78.656891
Some sparkle remains,"March 23, 2011",KARNATAKA,15.317277,75.71389
BITS gets research grant for developing anti-HIV drug,"March 06, 2011",NEW DELHI,28.632429,77.218788
Campaign against TB: health officials to rope in auto drivers,"March 23, 2011",ANDHRA PRADESH,15.9129,79.73999
Red Ribbon Club inaugurated,"March 06, 2011",ANDHRA PRADESH,15.9129,79.73999
Tiruchi Today,"March 06, 2011",TAMIL NADU,11.127123,78.656891
chennai today,"March 07, 2011",TAMIL NADU,11.127123,78.656891
Prisoner dies of ill-health,"March 07, 2011",ANDHRA PRADESH,15.9129,79.73999
Several children in severe distress not covered by development projects: expert,"March 08, 2011",TAMIL NADU,11.127123,78.656891
Officials extend help to orphan,"March 04, 2011",ANDHRA PRADESH,15.9129,79.73999
Tal Cravitz to perform in Goa today,"March 08, 2011",KARNATAKA,15.317277,75.71389
Red Ribbon Club inaugurated,"March 05, 2011",TAMIL NADU,11.127123,78.656891
Pension scheme for HIV patients,"March 05, 2011",ANDHRA PRADESH,15.9129,79.73999
Several children in severe distress not covered by development projects: expert,"March 08, 2011",Tamil Nadu,11.127123,78.656891
Unorganised workers undergo training,"March 09, 2011",TAMIL NADU,11.127123,78.656891
â€œScores of children in severe distress not covered by development projectsâ€,"March 09, 2011",TAMIL NADU,11.127123,78.656891
Mind-set against women must change: Gursharan Kaur,"March 09, 2011",NEW DELHI,28.632429,77.218788
Interactive session today,"March 11, 2011",KARNATAKA,15.317277,75.71389
Efforts on to get ISO certification for all PHCs,"March 11, 2011",TAMIL NADU,11.127123,78.656891
Healthcare facility should reach all: official,"March 12, 2011",TAMIL NADU,11.127123,78.656891
Awareness programme,"March 12, 2011",KERALA,10.850516,76.27108
World Vision India wants Centre to pass HIV/AIDS Bill,"March 12, 2011",KARNATAKA,15.317277,75.71389
"Say no â€“ save a life, end a practice","March 13, 2011",TAMIL NADU,11.127123,78.656891
â€˜Awareness low on liver diseases',"March 14, 2011",TAMIL NADU,11.127123,78.656891
Tiruchi Today,"March 14, 2011",TAMIL NADU,11.127123,78.656891
World TB Day observed,"March 24, 2011",ANDHRA PRADESH,15.9129,79.73999
A home for everyone in port city,"March 15, 2011",KARNATAKA,15.317277,75.71389
Tribal people show artistic talents at exhibition,"March 15, 2011",TAMIL NADU,11.127123,78.656891
HIV-affected have â€˜darshan' at Tirumala,"March 15, 2011",ANDHRA PRADESH,15.9129,79.73999
Blood transfusions to be safer for patients,"March 16, 2011",KARNATAKA,15.317277,75.71389
Efforts on to distribute â€˜Antyodaya Anna Yojana' cards,"March 16, 2011",ANDHRA PRADESH,15.9129,79.73999
Rehabilitation centre for HIV/AIDS victims,"March 16, 2011",TAMIL NADU,11.127123,78.656891
Blood transfusions to be safer for patients,"March 17, 2011",TAMIL NADU,11.127123,78.656891
Voluntary bodies asked to play a key role in society,"March 19, 2011",ANDHRA PRADESH,15.9129,79.73999
"Early detection vital for effective cure for tuberculosis, says Collector","March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Awareness key to eradication of TB',"March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Call to spread awareness on TB,"March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Only 9 % HIV cases suffer from TB: Minister,"March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
"Awareness, treatment key to controlling TB","March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Media's role in fight against HIV stressed,"March 26, 2011",ANDHRA PRADESH,15.9129,79.73999
Awareness camp on AIDS,"March 25, 2011",ANDHRA PRADESH,15.9129,79.73999
Surgeon hailed for service to needy,"March 27, 2011",TAMIL NADU,11.127123,78.656891
Call to provide help to migrant labourers,"March 29, 2011",KERALA,10.850516,76.27108
Many HIV/AIDS patients not willing to utilise pension in Khammam,"March 29, 2011",ANDHRA PRADESH,15.9129,79.73999
Role of media vital in creating awareness on HIV,"March 29, 2011",ANDHRA PRADESH,15.9129,79.73999
Pedalling his way for a cause,"March 30, 2011",KERALA,10.850516,76.27108
HIV prevention programmes launched,"February 16, 2011",ANDHRA PRADESH,15.9129,79.73999
Analysing the economic and social costs of AIDS,"February 21, 2011",KERALA,10.850516,76.27108
Capturing creativity in capsule,"February 21, 2011",TAMIL NADU,11.127123,78.656891
â€˜Social stigma deterrent to addressing HIV',"February 22, 2011",ANDHRA PRADESH,15.9129,79.73999
HIV patients get free bus passes,"February 11, 2011",TAMIL NADU,11.127123,78.656891
Leadership training for youth in Bellary,"February 23, 2011",KARNATAKA,15.317277,75.71389
Eye clinic for AIDS patients inaugurated,"February 22, 2011",TAMIL NADU,11.127123,78.656891
New antenatal HIV cases worry health officials,"February 11, 2011",ANDHRA PRADESH,15.9129,79.73999
Musical night to raise funds for â€˜HIV' children,"February 23, 2011",ANDHRA PRADESH,15.9129,79.73999
Seminar to discuss typhus fever,"February 11, 2011",KERALA,10.850516,76.27108
Campaign against HIV,"February 11, 2011",KERALA,10.850516,76.27108
Coimbatore today,"February 12, 2011",TAMIL NADU,11.127123,78.656891
Awareness about girl child education stressed,"February 14, 2011",ANDHRA PRADESH,15.9129,79.73999
"Finish work on time, officials told","February 15, 2011",KARNATAKA,15.317277,75.71389
School notes,"February 15, 2011",TAMIL NADU,11.127123,78.656891
"Dispel misconceptions on AIDS, media told","February 24, 2011",ANDHRA PRADESH,15.9129,79.73999
Coimbatore Today,"February 25, 2011",TAMIL NADU,11.127123,78.656891
Samsung to extend e-learning programme,"February 25, 2011",TAMIL NADU,11.127123,78.656891
Free treatment for people with HIV in three districts,"February 25, 2011",KARNATAKA,15.317277,75.71389
â€˜70 million adolescents out of school',"February 26, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Treat children with love',"February 26, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Treat children with love',"February 26, 2011",Vijayawada,16.506174,80.648018
"1,243 HIV cases in Uttara Kannada","February 27, 2011",KARNATAKA,15.317277,75.71389
Master health check-up at Rs.500 in five centres,"February 27, 2011",TAMIL NADU,11.127123,78.656891
Donating blood is good for the heart,"February 28, 2011",KERALA,10.850516,76.27108
Trade fair sheds light on government projects,"March 02, 2011",TAMIL NADU,11.127123,78.656891
Coimbatore Today,"March 02, 2011",TAMIL NADU,11.127123,78.656891
â€˜People with HIV have right to live freely ',"March 02, 2011",KARNATAKA,15.317277,75.71389
Trade fair sheds light on government projects,"March 02, 2011",Chennai,13.08268,80.270721
HIV patients say 'no' to IP provision on generic drugs,"March 02, 2011",Delhi,28.70406,77.102493
Swedish students shoulder responsibility of villagers,"March 03, 2011",TAMIL NADU,11.127123,78.656891
United effort,"March 03, 2011",NEW DELHI,28.632429,77.218788
Tiruchi Today,"March 03, 2011",TAMIL NADU,11.127123,78.656891
Trade fair sheds light on government projects,"March 03, 2011",TAMIL NADU,11.127123,78.656891
Condom depots in 105 villages in Salem,"March 03, 2011",TAMIL NADU,11.127123,78.656891
Police officials told to curb HIV/AIDS,"February 04, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜STIs still a cause for concern',"February 04, 2011",ANDHRA PRADESH,15.9129,79.73999
Awareness campaign,"February 09, 2011",KERALA,10.850516,76.27108
Final hearing on gay sex judgment on April 19,"February 09, 2011",NEW DELHI,28.632429,77.218788
Collector unhappy over non-utilisation of funds,"January 01, 2011",ANDHRA PRADESH,15.9129,79.73999
Air passenger held,"January 01, 2011",TAMIL NADU,11.127123,78.656891
Commercialisation of medical profession flayed,"January 02, 2011",KARNATAKA,15.317277,75.71389
Free bus pass for HIV-affected,"January 03, 2011",TAMIL NADU,11.127123,78.656891
Why â€˜imperative'?,"January 03, 2011",TAMIL NADU,11.127123,78.656891
Swimmer to be felicitated today,"January 04, 2011",KARNATAKA,15.317277,75.71389
Mobile campaign against HIV,"January 04, 2011",ANDHRA PRADESH,15.9129,79.73999
High Court directive to State Transport Corporation,"January 05, 2011",TAMIL NADU,11.127123,78.656891
Madras High Court directs State Transport Corporation to employ HIV positive persons,"January 05, 2011",Tamil Nadu,11.127123,78.656891
chennai today,"January 10, 2011",TAMIL NADU,11.127123,78.656891
"Stigma against HIV infected persons still persists, says Collector","January 12, 2011",TAMIL NADU,11.127123,78.656891
TANSACS workers seek regularisation,"January 12, 2011",TAMIL NADU,11.127123,78.656891
A campaign earns a plus,"January 12, 2011",KARNATAKA,15.317277,75.71389
A campaign earns a plus,"January 12, 2011",Bengaluru,12.971599,77.594566
A different Pongal for HIV-infected children,"January 13, 2011",TAMIL NADU,11.127123,78.656891
Make pre-marital HIV test must: women's panel,"January 11, 2011",KERALA,10.850516,76.27108
Kind gesture to HIV positive student,"January 13, 2011",TAMIL NADU,11.127123,78.656891
â€˜Africa more empathetic to AIDS-affected than the U.S.',"January 13, 2011",TAMIL NADU,11.127123,78.656891
Publicity drive on welfare schemes,"January 14, 2011",ANDHRA PRADESH,15.9129,79.73999
Application of science important: Martin Chalfie,"January 15, 2011",KERALA,10.850516,76.27108
Collector distributes bus passes to those living with HIV/AIDS,"January 15, 2011",TAMIL NADU,11.127123,78.656891
Steps taken to create HIV awareness,"January 15, 2011",TAMIL NADU,11.127123,78.656891
Women's panel proposal draws flak,"January 17, 2011",KERALA,10.850516,76.27108
HIV infected persons to get free bus passes,"January 18, 2011",TAMIL NADU,11.127123,78.656891
Second centre for HIV/AIDS drugs,"January 19, 2011",TAMIL NADU,11.127123,78.656891
Free bus passes distributed to HIV-infected persons,"January 19, 2011",TAMIL NADU,11.127123,78.656891
TIRUCHi today,"January 19, 2011",TAMIL NADU,11.127123,78.656891
Second centre for HIV/AIDS drugs,"January 19, 2011",Chennai,13.08268,80.270721
Medical colleges urged to play active role in TB control,"January 20, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Pongal vizha',"January 20, 2011",TAMIL NADU,11.127123,78.656891
Undertrial's family waiting for body,"January 20, 2011",KARNATAKA,15.317277,75.71389
Second centre for HIV/AIDS drugs,"January 20, 2011",TAMIL NADU,11.127123,78.656891
Lebara foundation partners with Anbalayam,"January 21, 2011",TAMIL NADU,11.127123,78.656891
